gen1_ID,MID,collect_date,hatch_date,wing_date,death_date,pop,sex,S-wing,viable,notes,hatch_date,wing_date,,Dvpt.time,age on Oct. 4,wing_date
1725,318,9.22.21,?,,,PK,,,,,,,,,,
1726,318,9.22.21,?,,,PK,,,,,,,,,,
1727,318,9.22.21,?,,,PK,,,,,,,,,,
1728,318,9.22.21,?,,,PK,,,,,,,,,,
1729,318,9.22.21,?,,,PK,,,,,,,,,,
1730,318,9.22.21,?,,,PK,,,,,,,,,,
1731,318,9.22.21,?,,,PK,,,,,,,,,,
1732,318,9.22.21,?,,,PK,,,,,,,,,,
1733,318,9.22.21,?,,,PK,,,,,,,,,,
1734,318,9.22.21,?,,,PK,,,,,,,,,,
1735,318,9.22.21,?,,,PK,,,,,,,,,,
1736,318,9.22.21,?,,,PK,,,,,,,,,,
1737,318,9.22.21,?,,,PK,,,,,,,,,,
1738,318,9.22.21,?,,,PK,,,,,,,,,,
1739,318,9.22.21,?,,,PK,,,,,,,,,,
1740,318,9.22.21,?,,,PK,,,,,,,,,,
1741,318,9.22.21,?,,,PK,,,,,,,,,,
1742,318,9.22.21,?,,,PK,,,,,,,,,,
1743,318,9.22.21,?,,,PK,,,,,,,,,,
1744,318,9.22.21,?,,,PK,,,,,,,,,,
1745,318,9.22.21,?,,,PK,,,,,,,,,,
1746,318,9.22.21,?,,,PK,,,,,,,,,,
1747,318,9.22.21,?,,,PK,,,,,,,,,,
