gen1_ID,MID,collect_date,hatch_date,wing_date,death_date,pop,host,sex,S-wing,viable
1252,114,8.25.21,8.30.21,,,KL,,,,
1253,114,8.25.21,,,,KL,,,,
1254,114,8.25.21,,,,KL,,,,
1255,16,8.27.21,9.1.21,,,KL,,,,
1256,16,8.27.21,8.29.21,,,KL,,,,
1257,16,8.27.21,9..21,,,KL,,,,
1258,16,8.27.21,,,,KL,,,,
1259,16,8.27.21,8.31.21,,,KL,,,,
1260,16,8.27.21,8.30.21,,,KL,,,,
1261,16,8.27.21,,,,KL,,,,
1262,16,8.27.21,9.2.21,,,KL,,,,
1263,16,8.27.21,,,,KL,,,,
1264,16,8.27.21,8.30.21,,,KL,,,,
1265,16,8.27.21,8.29.21,,,KL,,,,
1266,16,8.27.21,,,,KL,,,,
1267,16,8.27.21,,,,KL,,,,
1268,16,8.27.21,8.29.21,,,KL,,,,
1269,16,8.27.21,9.2.21,,,KL,,,,
1270,16,8.27.21,9.9.21,,,KL,,,,
1271,16,8.27.21,,,,KL,,,,
1272,16,8.27.21,9.2.21,,,KL,,,,
1273,16,8.27.21,8.31.21,,,KL,,,,
1274,16,8.27.21,9.2.21,,,KL,,,,
1275,16,8.27.21,9.2.21,,,KL,,,,
1276,16,8.27.21,,,,KL,,,,
1277,16,8.27.21,,,,KL,,,,
1278,16,8.27.21,,,,KL,,,,
1279,16,8.27.21,,,,KL,,,,
1280,16,8.27.21,,,,KL,,,,
1281,16,8.27.21,8.29.21,,,KL,,,,
1282,16,8.27.21,8.31.21,,,KL,,,,
1283,16,8.27.21,8.29.21,,,KL,,,,
1284,16,8.27.21,8.31.21,,,KL,,,,
1285,16,8.27.21,9.1.21,,,KL,,,,
1286,16,8.27.21,9.1.21,,,KL,,,,
1287,16,8.27.21,9.1.21,,,KL,,,,
1288,16,8.27.21,9.2.21,,,KL,,,,
1289,16,8.27.21,8.29.21,,,KL,,,,
1290,16,8.27.21,9.2.21,,,KL,,,,
1291,16,8.27.21,8.31.21,,,KL,,,,
1292,16,8.27.21,8.30.21,,,KL,,,,
1293,16,8.27.21,8.29.21,,,KL,,,,
1294,16,8.27.21,8.31.21,,,KL,,,,
1295,16,8.27.21,8.29.21,,,KL,,,,
1296,16,8.27.21,8.29.21,,,KL,,,,
1297,16,8.27.21,,,,KL,,,,
1298,16,8.27.21,,,,KL,,,,
1299,16,8.27.21,9.1.21,,,KL,,,,
1300,16,8.27.21,8.29.21,,,KL,,,,
1301,16,8.27.21,,,,KL,,,,
1302,16,8.27.21,8.31.21,,,KL,,,,
1303,16,8.27.21,9.2.21,,,KL,,,,
1304,16,8.27.21,,,,KL,,,,
1305,16,8.27.21,8.29.21,,,KL,,,,
1306,16,8.27.21,,,,KL,,,,
1307,16,8.27.21,9.1.21,,,KL,,,,
1308,16,8.27.21,9.2.21,,,KL,,,,
1309,16,8.27.21,,,,KL,,,,
1310,16,8.27.21,9.9.21,,,KL,,,,
1311,16,8.27.21,9.9.21,,,KL,,,,
1312,16,8.27.21,9.2.21,,,KL,,,,
1313,16,8.27.21,,,,KL,,,,
1314,16,8.27.21,8.29.21,,,KL,,,,
1315,16,8.27.21,9.1.21,,,KL,,,,
1316,16,8.27.21,9.2.21,,,KL,,,,
1317,16,8.27.21,,,,KL,,,,
1318,16,8.27.21,8.29.21,,,KL,,,,
1319,16,8.27.21,8.31.21,,,KL,,,,
1320,16,8.27.21,,,,KL,,,,
1321,16,8.27.21,8.29.21,,,KL,,,,
1322,16,8.27.21,9.2.21,,,KL,,,,
1323,16,8.27.21,,,,KL,,,,
1324,16,8.27.21,,,,KL,,,,
1325,16,8.27.21,9.9.21,,,KL,,,,
1326,16,8.27.21,,,,KL,,,,
1327,16,8.27.21,,,,KL,,,,
1328,16,8.27.21,,,,KL,,,,
1329,16,8.27.21,9.9.21,,,KL,,,,
1330,16,8.27.21,,,,KL,,,,
1331,16,8.27.21,8.29.21,,,KL,,,,
1332,16,8.27.21,9.2.21,,,KL,,,,
1333,16,8.27.21,,,,KL,,,,
1334,16,8.27.21,,,,KL,,,,
1335,16,8.27.21,9.2.21,,,KL,,,,
1336,16,8.27.21,9.9.21,,,KL,,,,
1337,16,8.27.21,,,,KL,,,,
1338,16,8.27.21,9.2.21,,,KL,,,,
1339,118,8.19.21,9.2.21,,,KL,,,,
1340,118,8.19.21,,,,KL,,,,
1341,118,8.19.21,,,,KL,,,,
1342,118,8.19.21,9.2.21,,,KL,,,,
1343,118,8.19.21,9.2.21,,,KL,,,,
1344,118,8.19.21,8.31.21,,,KL,,,,
1345,118,8.19.21,,,,KL,,,,
1346,118,8.19.21,9.1.21,,,KL,,,,
1347,118,8.19.21,9.9.21,,,KL,,,,
1348,118,8.19.21,,,,KL,,,,
1349,118,8.19.21,,,,KL,,,,
1350,118,8.19.21,9.9.21,,,KL,,,,
1351,118,8.19.21,,,,KL,,,,
1352,118,8.19.21,8.31.21,,,KL,,,,
1353,118,8.19.21,9.1.21,,,KL,,,,
1354,118,8.19.21,9.2.21,,,KL,,,,
1355,118,8.19.21,,,,KL,,,,
1356,118,8.19.21,8.31.21,,,KL,,,,
1357,118,8.19.21,,,,KL,,,,
1358,118,8.19.21,,,,KL,,,,
1359,118,8.19.21,9.1.21,,,KL,,,,
1360,118,8.19.21,8.31.21,,,KL,,,,
1361,118,8.19.21,,,,KL,,,,
1362,118,8.19.21,8.31.21,,,KL,,,,
1363,118,8.19.21,,,,KL,,,,
1364,118,8.19.21,9.9.21,,,KL,,,,
1365,118,8.19.21,9.9.21,,,KL,,,,
1366,118,8.19.21,9.9.21,,,KL,,,,
1367,118,8.19.21,,,,KL,,,,
1368,118,8.19.21,8.31.21,,,KL,,,,
1369,118,8.19.21,,,,KL,,,,
1370,118,8.19.21,9.2.21,,,KL,,,,
1371,118,8.19.21,,,,KL,,,,
1372,118,8.19.21,9.9.21,,,KL,,,,
1373,118,8.19.21,8.31.21,,,KL,,,,
1374,118,8.19.21,,,,KL,,,,
1375,118,8.19.21,,,,KL,,,,
1376,118,8.19.21,9.9.21,,,KL,,,,
1377,118,8.19.21,,,,KL,,,,
1378,118,8.19.21,8.31.21,,,KL,,,,
1379,119,8.27.21,,,,KL,,,,
1380,119,8.27.21,8.30.21,,,KL,,,,
1381,119,8.27.21,9.9.21,,,KL,,,,
1382,119,8.27.21,8.30.21,,,KL,,,,
1383,119,8.27.21,9.9.21,,,KL,,,,
1384,119,8.27.21,9.9.21,,,KL,,,,
1385,119,8.27.21,9.1.21,,,KL,,,,
1386,119,8.27.21,8.29.21,,,KL,,,,
1387,119,8.27.21,9.9.21,,,KL,,,,
1388,119,8.27.21,,,,KL,,,,
1389,119,8.27.21,,,,KL,,,,
1390,329,8.27.21,8.30.21,,,PK,,,,
1391,329,8.27.21,,,,PK,,,,
1392,329,8.27.21,,,,PK,,,,
1393,329,8.27.21,,,,PK,,,,
1394,329,8.27.21,9.2.21,,,PK,,,,
1395,329,8.27.21,8.31.21,,,PK,,,,
1396,329,8.27.21,,,,PK,,,,
1397,329,8.27.21,8.31.21,,,PK,,,,
1398,329,8.27.21,9.2.21,,,PK,,,,
1399,329,8.27.21,,,,PK,,,,
1400,329,8.27.21,8.31.21,,,PK,,,,
1401,329,8.27.21,8.30.21,,,PK,,,,
1402,329,8.27.21,,,,PK,,,,
1403,329,8.27.21,8.31.21,,,PK,,,,
1404,329,8.27.21,8.30.21,,,PK,,,,
1405,329,8.27.21,9.1.21,,,PK,,,,
1406,329,8.27.21,9.9.21,,,PK,,,,
1407,329,8.27.21,9.9.21,,,PK,,,,
1408,329,8.27.21,9.9.21,,,PK,,,,
1409,329,8.27.21,,,,PK,,,,
1410,329,8.27.21,8.30.21,,,PK,,,,
1411,329,8.27.21,9.2.21,,,PK,,,,
1412,329,8.27.21,8.31.21,,,PK,,,,
1413,329,8.27.21,,,,PK,,,,
1414,329,8.27.21,,,,PK,,,,
1415,329,8.27.21,9.9.21,,,PK,,,,
1416,329,8.27.21,9.1.21,,,PK,,,,
1417,329,8.27.21,9.2.21,,,PK,,,,
1418,329,8.27.21,,,,PK,,,,
1419,329,8.27.21,9.1.21,,,PK,,,,
1420,329,8.27.21,,,,PK,,,,
1421,329,8.27.21,9.9.21,,,PK,,,,
1422,329,8.27.21,,,,PK,,,,
1423,329,8.27.21,9.1.21,,,PK,,,,
1424,329,8.27.21,9.1.21,,,PK,,,,
1425,329,8.27.21,9.9.21,,,PK,,,,
1426,329,8.27.21,9.1.21,,,PK,,,,
1427,329,8.27.21,,,,PK,,,,
1428,329,8.27.21,9.1.21,,,PK,,,,
1429,329,8.27.21,9.2.21,,,PK,,,,
1430,329,8.27.21,9.9.21,,,PK,,,,
1431,329,8.27.21,,,,PK,,,,
1432,329,8.27.21,9.9.21,,,PK,,,,
1433,329,8.27.21,8.31.21,,,PK,,,,
1434,329,8.27.21,9.9.21,,,PK,,,,
1435,329,8.27.21,9.2.21,,,PK,,,,
1436,329,8.27.21,9.9.21,,,PK,,,,
1437,329,8.27.21,9.2.21,,,PK,,,,
1438,329,8.27.21,9.9.21,,,PK,,,,
1439,329,8.27.21,9.9.21,,,PK,,,,
1440,329,8.27.21,,,,PK,,,,
1441,329,8.27.21,9.9.21,,,PK,,,,
1442,329,8.27.21,9.9.21,,,PK,,,,
1443,329,8.27.21,9.9.21,,,PK,,,,
1444,329,8.27.21,,,,PK,,,,
1445,329,8.27.21,,,,PK,,,,
1446,329,8.27.21,,,,PK,,,,
1447,329,8.27.21,,,,PK,,,,
1448,329,8.27.21,,,,PK,,,,
1449,329,8.27.21,,,,PK,,,,
1450,329,8.27.21,,,,PK,,,,
1451,329,8.27.21,9.1.21,,,PK,,,,
1452,329,8.27.21,9.2.21,,,PK,,,,
1453,329,8.27.21,,,,PK,,,,
1454,329,8.27.21,,,,PK,,,,
1455,329,8.27.21,,,,PK,,,,
1456,329,8.27.21,,,,PK,,,,
1457,329,8.27.21,9.9.21,,,PK,,,,
1458,329,8.27.21,9.9.21,,,PK,,,,
1459,329,8.27.21,9.9.21,,,PK,,,,
1460,329,8.27.21,,,,PK,,,,
1461,329,8.27.21,9.9.21,,,PK,,,,
1462,329,8.27.21,,,,PK,,,,
1463,329,8.27.21,,,,PK,,,,
1464,329,8.27.21,9.9.21,,,PK,,,,
1465,329,8.27.21,,,,PK,,,,
1466,329,8.27.21,,,,PK,,,,
1467,329,8.27.21,,,,PK,,,,
1468,329,8.27.21,9.9.21,,,PK,,,,
1469,329,8.27.21,9.9.21,,,PK,,,,
1470,329,8.27.21,,,,PK,,,,
1471,329,8.27.21,,,,PK,,,,
1472,329,8.27.21,,,,PK,,,,
1473,329,8.27.21,,,,PK,,,,
1474,329,8.27.21,,,,PK,,,,
1475,329,8.27.21,,,,PK,,,,
1476,329,8.27.21,,,,PK,,,,
1477,329,8.27.21,,,,PK,,,,
1478,329,8.27.21,8.31.21,,,PK,,,,
1479,329,8.27.21,,,,PK,,,,
1480,329,8.27.21,,,,PK,,,,
1481,329,8.27.21,,,,PK,,,,
1482,329,8.27.21,,,,PK,,,,
1483,329,8.27.21,,,,PK,,,,
1484,329,8.27.21,,,,PK,,,,
1485,329,8.27.21,,,,PK,,,,
1486,329,8.27.21,,,,PK,,,,
1487,329,8.27.21,,,,PK,,,,
1488,329,8.27.21,,,,PK,,,,
1489,329,8.27.21,9.9.21,,,PK,,,,
1490,329,8.27.21,9.9.21,,,PK,,,,
1491,329,8.27.21,,,,PK,,,,
1492,329,8.27.21,,,,PK,,,,
1493,9,8.27.21,,,,PK,,,,
1494,9,8.27.21,,,,PK,,,,
1495,9,8.27.21,9.9.21,,,PK,,,,
1496,9,8.27.21,,,,PK,,,,
1497,9,8.27.21,,,,PK,,,,
1498,9,8.27.21,,,,PK,,,,
1499,9,8.27.21,,,,PK,,,,
1500,9,8.27.21,,,,PK,,,,
1501,9,8.27.21,,,,PK,,,,
1502,9,8.27.21,,,,PK,,,,
1503,9,8.27.21,,,,PK,,,,
1504,9,8.27.21,,,,PK,,,,
1505,9,8.27.21,,,,PK,,,,
1506,9,8.27.21,,,,PK,,,,
1507,9,8.27.21,,,,PK,,,,
1508,9,8.27.21,,,,PK,,,,
1509,9,8.27.21,,,,PK,,,,
1510,9,8.27.21,,,,PK,,,,
1511,329,8.31.21,9.9.21,,,PK,,,,
1512,329,8.31.21,,,,PK,,,,
1513,329,8.31.21,9.9.21,,,PK,,,,
1514,329,8.31.21,9.9.21,,,PK,,,,
1515,329,8.31.21,9.9.21,,,PK,,,,
1516,329,8.31.21,9.9.21,,,PK,,,,
1517,329,8.31.21,9.9.21,,,PK,,,,
1518,329,8.31.21,9.9.21,,,PK,,,,
1519,329,8.31.21,,,,PK,,,,
1520,329,8.31.21,,,,PK,,,,
1521,329,8.31.21,9.9.21,,,PK,,,,
1522,329,8.31.21,,,,PK,,,,
1523,329,8.31.21,9.9.21,,,PK,,,,
1524,329,8.31.21,9.9.21,,,PK,,,,
1525,329,8.31.21,9.9.21,,,PK,,,,
1526,329,8.31.21,9.9.21,,,PK,,,,
1527,329,8.31.21,9.9.21,,,PK,,,,
1528,329,8.31.21,9.9.21,,,PK,,,,
1529,329,8.31.21,9.9.21,,,PK,,,,
1530,329,8.31.21,9.9.21,,,PK,,,,
1531,329,8.31.21,9.9.21,,,PK,,,,
1532,329,8.31.21,9.9.21,,,PK,,,,
1533,329,8.31.21,,,,PK,,,,
1534,329,8.31.21,9.9.21,,,PK,,,,
1535,329,8.31.21,9.9.21,,,PK,,,,
1536,329,8.31.21,9.9.21,,,PK,,,,
1537,329,8.31.21,,,,PK,,,,
1538,329,8.31.21,,,,PK,,,,
1539,329,8.31.21,,,,PK,,,,
1540,329,8.31.21,,,,PK,,,,
1541,114,9.8.21,9.8.21,,,KL,,,,
1542,114,9.8.21,9.8.21,,,KL,,,,
1543,114,9.8.21,9.8.21,,,KL,,,,
1544,114,9.8.21,9.8.21,,,KL,,,,
1545,114,9.8.21,9.8.21,,,KL,,,,
1546,329,9.8.21,9.8.21,,,PK,,,,
1547,329,9.8.21,9.8.21,,,PK,,,,
1548,329,9.8.21,9.8.21,,,PK,,,,
1549,329,9.8.21,9.8.21,,,PK,,,,
1550,329,9.8.21,9.8.21,,,PK,,,,
1551,329,9.8.21,9.8.21,,,PK,,,,
1552,329,9.8.21,9.8.21,,,PK,,,,
1553,329,9.8.21,9.8.21,,,PK,,,,
1554,329,9.8.21,9.8.21,,,PK,,,,
1555,329,9.8.21,9.8.21,,,PK,,,,
1556,329,9.8.21,9.8.21,,,PK,,,,
1557,16,9.8.21,9.8.21,,,KL,,,,
1558,16,9.8.21,9.8.21,,,KL,,,,
1559,16,9.8.21,9.8.21,,,KL,,,,
1560,16,9.8.21,9.8.21,,,KL,,,,
1561,16,9.8.21,9.8.21,,,KL,,,,
1562,16,9.8.21,9.8.21,,,KL,,,,
1563,16,9.8.21,9.8.21,,,KL,,,,
1564,16,9.8.21,9.8.21,,,KL,,,,
1565,16,9.8.21,9.8.21,,,KL,,,,
1566,16,9.8.21,9.8.21,,,KL,,,,
1567,16,9.8.21,9.8.21,,,KL,,,,
1568,16,9.8.21,9.8.21,,,KL,,,,
1569,16,9.8.21,9.8.21,,,KL,,,,
1570,,,,,,,,,,
1571,,,,,,,,,,
1572,,,,,,,,,,
1573,,,,,,,,,,
1574,,,,,,,,,,
1575,,,,,,,,,,
1576,,,,,,,,,,
1577,,,,,,,,,,
1578,,,,,,,,,,
1579,,,,,,,,,,
1580,,,,,,,,,,
1581,,,,,,,,,,
