gen1_ID,MID,collect_date,hatch_date,wing_date,death_date,pop,sex,S-wing,viable,notes
1043,16,8.19.21,8.20.21,,9.21.21,KL,,,Y,
1044,16,8.19.21,,,9.1.21,KL,,,Y,
1045,16,8.19.21,,,8.30.21,KL,,,Y,
1046,16,8.19.21,8.29.21,,,KL,,,Y,
1047,16,8.19.21,8.20.21,,,KL,,,Y,
1048,16,8.19.21,8.27.21,,,KL,,,Y,
1049,16,8.19.21,8.27.21,9.21.21,,KL,,,Y,
1050,16,8.19.21,8.27.21,,,KL,,,Y,
1051,16,8.19.21,8.27.21,,9.21.21,KL,,,Y,
1052,16,8.19.21,8.27.21,,9.11.21,KL,,,Y,
1053,16,8.19.21,8.29.21,,,KL,,,Y,
1054,16,8.19.21,,,8.30.21,KL,,,Y,
1055,16,8.19.21,8.29.21,,,KL,,,Y,
1056,16,8.19.21,8.29.21,,,KL,,,Y,
1057,16,8.19.21,8.29.21,,,KL,,,Y,
1058,16,8.19.21,,9.21.21,,KL,,,Y,
1059,16,8.19.21,,,8.30.21,KL,,,Y,
1060,16,8.19.21,8.27.21,,,KL,,,Y,
1061,16,8.19.21,8.29.21,,,KL,,,Y,
1062,16,8.19.21,8.29.21,,8.31.21,KL,,,Y,escaped
1063,16,8.19.21,8.27.21,,,KL,,,Y,
1064,16,8.19.21,8.27.21,,,KL,,,Y,
1065,16,8.19.21,8.25.21,9.22.21,,KL,,,Y,
1066,16,8.19.21,8.27.21,,9.11.21,KL,,,Y,
1067,16,8.19.21,8.27.21,,9.22.21,KL,,,Y,
1068,16,8.19.21,8.29.21,,9.11.21,KL,,,Y,
1069,16,8.19.21,,,,KL,,,N,
1070,16,8.19.21,,,,KL,,,N,
1071,16,8.19.21,8.25.21,9.22.21,,KL,,,Y,
1072,118,8.19.21,8.19.21,9.23.21,,KL,,,Y,
1073,118,8.19.21,8.19.21,,9.21.21,KL,,,Y,
1074,118,8.19.21,8.19.21,9.23.21,,KL,,,Y,
1075,118,8.19.21,8.19.21,9.21.21,,KL,,,Y,
1076,118,8.19.21,8.19.21,9.21.21,,KL,,,Y,
1077,118,8.19.21,8.19.21,,,KL,,,Y,
1078,118,8.19.21,8.19.21,,,KL,,,Y,
1079,118,8.19.21,,,8.30.21,KL,,,Y,
1080,118,8.19.21,,,,KL,,,N,
1081,118,8.19.21,8.27.21,,,KL,,,Y,
1082,118,8.19.21,8.19.21,,,KL,,,Y,
1083,118,8.19.21,8.19.21,,9.21.21,KL,,,Y,
1084,118,8.19.21,8.19.21,9.21.21,,KL,,,Y,
1085,118,8.19.21,8.29.21,,,KL,,,Y,
1086,118,8.19.21,8.27.21,,,KL,,,Y,
1087,118,8.19.21,8.30.21,,,KL,,,Y,
1088,118,8.19.21,,,,KL,,,N,
1089,118,8.19.21,,,,KL,,,N,
1090,118,8.19.21,8.27.21,9.21.21,,KL,,,Y,
1091,118,8.19.21,,,,KL,,,N,
1092,118,8.19.21,8.29.21,,,KL,,,Y,
1093,118,8.19.21,,,,KL,,,N,
1094,118,8.19.21,,,,KL,,,N,
1095,118,8.19.21,,,,KL,,,N,
1096,211,8.19.21,,,,KL,,,N,
1097,211,8.19.21,,,,KL,,,N,
1098,211,8.19.21,,,,KL,,,N,
1099,211,8.19.21,,,,KL,,,N,
1100,211,8.19.21,,,,KL,,,N,
1101,211,8.19.21,,,,KL,,,N,
1102,211,8.19.21,,,,KL,,,N,
1103,211,8.19.21,,,,KL,,,N,
1104,114,8.19.21,8.29.21,,,KL,,,Y,
1105,114,8.19.21,8.29.21,,,KL,,,Y,
1106,114,8.19.21,8.29.21,,9.11.21,KL,,,Y,
1107,114,8.19.21,8.29.21,,,KL,,,Y,
1108,114,8.19.21,8.29.21,,,KL,,,Y,
1109,114,8.19.21,8.29.21,,,KL,,,Y,
1110,114,8.19.21,,,,KL,,,N,
1111,114,8.19.21,8.30.21,,,KL,,,Y,
1112,114,8.19.21,8.29.21,,,KL,,,Y,
1113,114,8.19.21,8.29.21,,,KL,,,Y,
1114,114,8.19.21,8.29.21,,,KL,,,Y,
1115,114,8.19.21,,,,KL,,,N,
1116,114,8.19.21,8.29.21,,,KL,,,Y,
1117,114,8.19.21,8.29.21,,,KL,,,Y,
1118,114,8.19.21,8.29.21,,,KL,,,Y,
1119,114,8.19.21,8.29.21,,,KL,,,Y,
1120,114,8.19.21,8.29.21,,,KL,,,Y,
1121,114,8.19.21,8.29.21,,,KL,,,Y,
1122,114,8.19.21,8.27.21,,,KL,,,Y,
1123,114,8.19.21,8.27.21,,,KL,,,Y,
1124,114,8.19.21,8.29.21,,9.21.21,KL,,,Y,
1125,114,8.19.21,8.29.21,,,KL,,,Y,
1126,119,8.19.21,,,,KL,,,,
1127,119,8.19.21,8.26.21,9.21.21,,KL,,,Y,
1128,119,8.19.21,8.27.21,9.23.21,,KL,,,Y,
1129,119,8.19.21,8.27.21,9.23.21,,KL,,,Y,
1130,119,8.19.21,8.25.21,,,KL,,,Y,
1131,119,8.19.21,8.26.21,9.21.21,,KL,,,Y,
1132,119,8.19.21,,,9.1.21,KL,,,Y,
1133,119,8.19.21,8.25.21,9.21.21,,KL,,,Y,
1134,119,8.19.21,8.25.21,9.23.21,,KL,,,Y,
1135,119,8.19.21,8.26.21,,9.11.21,KL,,,Y,
1136,119,8.19.21,8.25.21,9.21.21,,KL,,,Y,
1137,119,8.19.21,8.26.21,9.21.21,,KL,,,Y,
1138,119,8.19.21,8.26.21,9.21.21,,KL,,,Y,
1139,119,8.19.21,8.27.21,,,KL,,,Y,
1140,119,8.19.21,8.27.21,,,KL,,,Y,
1141,119,8.19.21,8.26.21,,,KL,,,Y,
1142,335,8.17.21,8.19.21,,,PK,,,Y,
1143,335,8.17.21,8.19.21,9.21.21,,PK,,,Y,
1144,335,8.17.21,8.19.21,9.22.21,,PK,,,Y,
1145,335,8.17.21,8.19.21,9.21.21,,PK,,,Y,
1146,335,8.17.21,8.19.21,9.21.21,,PK,,,Y,
1147,335,8.17.21,8.19.21,9.21.21,,PK,,,Y,
1148,335,8.17.21,8.19.21,,,PK,,,Y,
1149,335,8.17.21,8.19.21,,,PK,,,Y,
1150,335,8.17.21,8.27.21,,9.23.21,PK,,,Y,
1151,335,8.17.21,,,,PK,,,N,
1152,335,8.17.21,,,,PK,,,N,
1153,335,8.17.21,,,,PK,,,N,
1154,335,8.17.21,,,,PK,,,N,
1155,335,8.17.21,,,,PK,,,N,
1156,335,8.17.21,,,,PK,,,N,
1157,335,8.17.21,,,,PK,,,N,
1158,335,8.17.21,,,,PK,,,N,
1159,329,8.19.21,8.30.21,,,PK,,,Y,
1160,329,8.19.21,8.29.21,,8.31.21,PK,,,Y,escaped
1161,329,8.19.21,8.30.21,,,PK,,,Y,
1162,329,8.19.21,8.29.21,,,PK,,,Y,
1163,329,8.19.21,8.30.21,,,PK,,,Y,
1164,329,8.19.21,8.30.21,,,PK,,,Y,
1165,329,8.19.21,8.30.21,,,PK,,,Y,
1166,329,8.19.21,8.30.21,,,PK,,,Y,
1167,329,8.19.21,8.29.21,,,PK,,,Y,
1168,329,8.19.21,8.30.21,,,PK,,,Y,
1169,329,8.19.21,8.30.21,,,PK,,,Y,
1170,329,8.19.21,8.31.21,,,PK,,,Y,
1171,329,8.19.21,,,9.21.21,PK,,,Y,
1172,329,8.19.21,8.29.21,9.22.21,,PK,,,Y,
1173,92,8.19.21,8.26.21,,?,GV,,,,
1174,92,8.19.21,8.27.21,,?,GV,,,,
1175,92,8.19.21,,,?,GV,,,,
1176,92,8.19.21,8.27.21,,?,GV,,,,
1177,92,8.19.21,,,?,GV,,,,
1178,92,8.19.21,,,?,GV,,,,
1179,92,8.19.21,,,?,GV,,,,
1180,92,8.19.21,,,?,GV,,,,
1181,92,8.19.21,8.25.21,,?,GV,,,,
1182,92,8.19.21,,,?,GV,,,,
1183,92,8.19.21,,,?,GV,,,,
1184,92,8.19.21,,,?,GV,,,,
1185,92,8.19.21,8.27.21,,8.29.21,GV,,,,killed by accident
1186,92,8.19.21,8.26.21,,?,GV,,,,
1187,92,8.19.21,,,?,GV,,,,
1188,92,8.19.21,8.27.21,,?,GV,,,,
1189,92,8.19.21,,,?,GV,,,,
1190,92,8.19.21,8.26.21,,?,GV,,,,
1191,92,8.19.21,8.27.21,,9.11.21,GV,,,,
1192,92,8.19.21,8.26.21,,?,GV,,,,
1193,92,8.19.21,8.27.21,,?,GV,,,,
1194,92,8.19.21,,,?,GV,,,,
1195,92,8.19.21,,,?,GV,,,,
1196,92,8.19.21,,,?,GV,,,,
1197,92,8.19.21,8.27.21,,?,GV,,,,
1198,92,8.19.21,8.27.21,,?,GV,,,,
1199,92,8.19.21,,,?,GV,,,,
1200,92,8.19.21,,,?,GV,,,,
1201,92,8.19.21,,,?,GV,,,,
1202,92,8.19.21,,,?,GV,,,,
1203,20,8.25.21,8.25.21,,,KL,,,Y,
1204,20,8.25.21,8.25.21,,,KL,,,Y,
1205,114,8.25.21,9.8.21,,9.9.21,KL,,,Y,
1206,114,8.25.21,8.29.21,,,KL,,,Y,
1207,114,8.25.21,9.2.21,,9.11.21,KL,,,Y,
1208,114,8.25.21,8.31.21,,,KL,,,Y,
1209,114,8.25.21,9.2.21,,,KL,,,Y,
1210,114,8.25.21,8.30.21,,,KL,,,Y,
1211,114,8.25.21,9.1.21,,,KL,,,Y,
1212,114,8.25.21,8.31.21,,9.9.21,KL,,,Y,
1213,114,8.25.21,9.2.21,,,KL,,,Y,
1214,114,8.25.21,9.2.21,,,KL,,,Y,
1215,114,8.25.21,9.2.21,,,KL,,,Y,
1216,114,8.25.21,9.8.21,,9.9.21,KL,,,Y,
1217,114,8.25.21,,,,KL,,,,
1218,114,8.25.21,9.1.21,,,KL,,,Y,
1219,114,8.25.21,8.31.21,,,KL,,,Y,
1220,114,8.25.21,9.8.21,,9.9.21,KL,,,Y,
1221,114,8.25.21,9.8.21,,9.9.21,KL,,,Y,
1222,114,8.25.21,9.8.21,,9.9.21,KL,,,Y,
1223,114,8.25.21,9.1.21,,,KL,,,Y,
1224,114,8.25.21,9.8.21,,9.9.21,KL,,,Y,
1225,114,8.25.21,9.1.21,,,KL,,,Y,
1226,114,8.25.21,9.8.21,,9.9.21,KL,,,Y,
1227,114,8.25.21,9.2.21,,,KL,,,Y,
1228,114,8.25.21,9.1.21,,,KL,,,Y,
1229,114,8.25.21,9.8.21,,9.9.21,KL,,,Y,
1230,114,8.25.21,,,,KL,,,N,
1231,114,8.25.21,8.31.21,,,KL,,,Y,
1232,114,8.25.21,9.8.21,,9.9.21,KL,,,Y,
1233,114,8.25.21,9.1.21,,,KL,,,Y,
1234,114,8.25.21,8.31.21,,,KL,,,Y,
1235,114,8.25.21,8.29.21,,,KL,,,Y,
1236,114,8.25.21,9.1.21,,,KL,,,Y,
1237,114,8.25.21,,,,KL,,,,
1238,114,8.25.21,9.8.21,,9.9.21,KL,,,Y,
1239,114,8.25.21,,,,KL,,,N,
1240,114,8.25.21,8.30.21,,,KL,,,Y,
1241,114,8.25.21,9.8.21,,9.9.21,KL,,,Y,
1242,114,8.25.21,9.8.21,,9.9.21,KL,,,Y,
1243,114,8.25.21,9.8.21,,9.9.21,KL,,,Y,
1244,114,8.25.21,9.2.21,,,KL,,,Y,
1245,114,8.25.21,8.30.21,,9.11.21,KL,,,Y,
1246,114,8.25.21,,,,KL,,,,
1247,114,8.25.21,,,,KL,,,,
1248,114,8.25.21,,,,KL,,,,
1249,114,8.25.21,8.30.21,,,KL,,,Y,
1250,114,8.25.21,9.9.21,,9.11.21,KL,,,Y,
1251,114,8.25.21,9.8.21,,9.9.21,KL,,,Y,
1252,114,8.25.21,8.30.21,,,KL,,,Y,
1253,114,8.25.21,9.8.21,,9.9.21,KL,,,Y,
1254,114,8.25.21,9.8.21,,9.9.21,KL,,,Y,
1255,16,8.27.21,9.1.21,,,KL,,,Y,
1256,16,8.27.21,8.29.21,,,KL,,,Y,
1257,16,8.27.21,9..21,,,KL,,,Y,
1258,16,8.27.21,9.8.21,,9.9.21,KL,,,Y,
1259,16,8.27.21,8.31.21,,,KL,,,Y,
1260,16,8.27.21,8.30.21,,,KL,,,Y,
1261,16,8.27.21,9.8.21,,9.9.21,KL,,,Y,
1262,16,8.27.21,9.2.21,,,KL,,,Y,
1263,16,8.27.21,9.8.21,,9.9.21,KL,,,Y,
1264,16,8.27.21,8.30.21,,,KL,,,Y,
1265,16,8.27.21,8.29.21,,,KL,,,Y,
1266,16,8.27.21,9.8.21,,9.9.21,KL,,,Y,
1267,16,8.27.21,9.8.21,,9.9.21,KL,,,Y,
1268,16,8.27.21,8.29.21,,,KL,,,Y,
1269,16,8.27.21,9.2.21,,,KL,,,Y,
1270,16,8.27.21,9.9.21,,,KL,,,Y,
1271,16,8.27.21,9.8.21,,9.9.21,KL,,,Y,
1272,16,8.27.21,9.2.21,,,KL,,,Y,
1273,16,8.27.21,8.31.21,,,KL,,,Y,
1274,16,8.27.21,9.2.21,,,KL,,,Y,
1275,16,8.27.21,9.2.21,,,KL,,,Y,
1276,16,8.27.21,9.8.21,,9.9.21,KL,,,Y,
1277,16,8.27.21,9.8.21,,9.9.21,KL,,,Y,
1278,16,8.27.21,9.8.21,,9.9.21,KL,,,Y,
1279,16,8.27.21,9.8.21,,9.9.21,KL,,,Y,
1280,16,8.27.21,9.8.21,,9.9.21,KL,,,Y,
1281,16,8.27.21,8.29.21,,,KL,,,Y,
1282,16,8.27.21,8.31.21,,,KL,,,Y,
1283,16,8.27.21,8.29.21,,,KL,,,Y,
1284,16,8.27.21,8.31.21,,,KL,,,Y,
1285,16,8.27.21,9.1.21,,,KL,,,Y,
1286,16,8.27.21,9.1.21,,,KL,,,Y,
1287,16,8.27.21,9.1.21,,,KL,,,Y,
1288,16,8.27.21,9.2.21,,,KL,,,Y,
1289,16,8.27.21,8.29.21,,,KL,,,Y,
1290,16,8.27.21,9.2.21,,,KL,,,Y,
1291,16,8.27.21,8.31.21,,,KL,,,Y,
1292,16,8.27.21,8.30.21,,,KL,,,Y,
1293,16,8.27.21,8.29.21,,,KL,,,Y,
1294,16,8.27.21,8.31.21,,,KL,,,Y,
1295,16,8.27.21,8.29.21,,9.21.21,KL,,,Y,
1296,16,8.27.21,8.29.21,,,KL,,,Y,
1297,16,8.27.21,,,9.1.21,KL,,,Y,
1298,16,8.27.21,,,,KL,,,,
1299,16,8.27.21,9.1.21,,9.21.21,KL,,,Y,
1300,16,8.27.21,8.29.21,,,KL,,,Y,
1301,16,8.27.21,9.8.21,,9.9.21,KL,,,Y,
1302,16,8.27.21,8.31.21,,,KL,,,Y,
1303,16,8.27.21,9.2.21,,,KL,,,Y,
1304,16,8.27.21,9.8.21,,9.9.21,KL,,,Y,
1305,16,8.27.21,8.29.21,,,KL,,,Y,
1306,16,8.27.21,9.8.21,,9.9.21,KL,,,Y,
1307,16,8.27.21,9.1.21,,,KL,,,Y,
1308,16,8.27.21,9.2.21,,,KL,,,Y,
1309,16,8.27.21,9.8.21,,9.8.21,KL,,,Y,
1310,16,8.27.21,9.9.21,,,KL,,,Y,
1311,16,8.27.21,9.9.21,,,KL,,,Y,
1312,16,8.27.21,9.2.21,,,KL,,,Y,
1313,16,8.27.21,9.8.21,,9.9.21,KL,,,Y,
1314,16,8.27.21,8.29.21,,,KL,,,Y,
1315,16,8.27.21,9.1.21,,,KL,,,Y,
1316,16,8.27.21,9.2.21,,9.21.21,KL,,,Y,
1317,16,8.27.21,9.8.21,,9.9.21,KL,,,Y,
1318,16,8.27.21,8.29.21,,,KL,,,Y,
1319,16,8.27.21,8.31.21,,,KL,,,Y,
1320,16,8.27.21,9.8.21,,9.9.21,KL,,,Y,
1321,16,8.27.21,8.29.21,,,KL,,,Y,
1322,16,8.27.21,9.2.21,,,KL,,,Y,
1323,16,8.27.21,9.8.21,,9.9.21,KL,,,Y,
1324,16,8.27.21,9.8.21,,9.9.21,KL,,,Y,
1325,16,8.27.21,9.9.21,,9.21.21,KL,,,Y,
1326,16,8.27.21,9.8.21,,9.9.21,KL,,,Y,
1327,16,8.27.21,9.8.21,,9.9.21,KL,,,Y,
1328,16,8.27.21,9.8.21,,9.9.21,KL,,,Y,
1329,16,8.27.21,9.9.21,,,KL,,,Y,
1330,16,8.27.21,9.8.21,,9.9.21,KL,,,Y,
1331,16,8.27.21,8.29.21,,9.11.21,KL,,,Y,
1332,16,8.27.21,9.2.21,,,KL,,,Y,
1333,16,8.27.21,9.8.21,,9.9.21,KL,,,Y,
1334,16,8.27.21,9.8.21,,9.9.21,KL,,,Y,
1335,16,8.27.21,9.2.21,,,KL,,,Y,
1336,16,8.27.21,9.9.21,,9.21.21,KL,,,Y,
1337,16,8.27.21,9.8.21,,9.9.21,KL,,,Y,
1338,16,8.27.21,9.2.21,,,KL,,,Y,
1339,118,8.19.21,9.2.21,,,KL,,,Y,
1340,118,8.19.21,9.8.21,,9.9.21,KL,,,Y,
1341,118,8.19.21,,,,KL,,,,
1342,118,8.19.21,9.2.21,,,KL,,,Y,
1343,118,8.19.21,9.2.21,,9.11.21,KL,,,Y,
1344,118,8.19.21,8.31.21,,,KL,,,Y,
1345,118,8.19.21,9.8.21,,9.9.21,KL,,,Y,
1346,118,8.19.21,9.1.21,,,KL,,,Y,
1347,118,8.19.21,9.9.21,,,KL,,,Y,
1348,118,8.19.21,9.8.21,,9.9.21,KL,,,Y,
1349,118,8.19.21,9.8.21,,9.9.21,KL,,,Y,
1350,118,8.19.21,9.9.21,,,KL,,,Y,
1351,118,8.19.21,9.8.21,,9.9.21,KL,,,Y,
1352,118,8.19.21,8.31.21,,,KL,,,Y,
1353,118,8.19.21,9.1.21,,,KL,,,Y,
1354,118,8.19.21,9.2.21,,,KL,,,Y,
1355,118,8.19.21,,,,KL,,,N,
1356,118,8.19.21,8.31.21,,,KL,,,Y,
1357,118,8.19.21,9.8.21,,9.9.21,KL,,,Y,
1358,118,8.19.21,9.8.21,,9.9.21,KL,,,Y,
1359,118,8.19.21,9.1.21,,,KL,,,Y,
1360,118,8.19.21,8.31.21,,,KL,,,Y,
1361,118,8.19.21,9.8.21,,9.9.21,KL,,,Y,
1362,118,8.19.21,8.31.21,,,KL,,,Y,
1363,118,8.19.21,9.8.21,,9.9.21,KL,,,Y,
1364,118,8.19.21,9.9.21,,,KL,,,Y,
1365,118,8.19.21,9.9.21,,,KL,,,Y,
1366,118,8.19.21,9.9.21,,,KL,,,Y,
1367,118,8.19.21,9.8.21,,9.9.21,KL,,,Y,
1368,118,8.19.21,8.31.21,,,KL,,,Y,
1369,118,8.19.21,9.8.21,,9.9.21,KL,,,Y,
1370,118,8.19.21,9.2.21,,,KL,,,Y,
1371,118,8.19.21,,,,KL,,,N,
1372,118,8.19.21,9.9.21,,9.11.21,KL,,,Y,
1373,118,8.19.21,8.31.21,,,KL,,,Y,
1374,118,8.19.21,,,,KL,,,N,
1375,118,8.19.21,,,,KL,,,Y,
1376,118,8.19.21,9.9.21,,,KL,,,Y,
1377,118,8.19.21,9.8.21,,9.9.21,KL,,,Y,
1378,118,8.19.21,8.31.21,,,KL,,,Y,
1379,119,8.27.21,,,,KL,,,N,
1380,119,8.27.21,8.30.21,,,KL,,,Y,
1381,119,8.27.21,9.9.21,,,KL,,,Y,
1382,119,8.27.21,8.30.21,,,KL,,,Y,
1383,119,8.27.21,9.9.21,,,KL,,,Y,
1384,119,8.27.21,9.9.21,,,KL,,,Y,
1385,119,8.27.21,9.1.21,,,KL,,,Y,
1386,119,8.27.21,8.29.21,,,KL,,,Y,
1387,119,8.27.21,9.9.21,,,KL,,,Y,
1388,119,8.27.21,9.8.21,,9.9.21,KL,,,Y,
1389,119,8.27.21,,,,KL,,,,
1390,329,8.27.21,8.30.21,,,PK,,,Y,
1391,329,8.27.21,9.8.21,,9.9.21,PK,,,Y,
1392,329,8.27.21,9.8.21,,9.9.21,PK,,,Y,
1393,329,8.27.21,,,,PK,,,N,
1394,329,8.27.21,9.2.21,,9.11.21,PK,,,Y,
1395,329,8.27.21,8.31.21,,,PK,,,Y,
1396,329,8.27.21,9.8.21,,9.9.21,PK,,,Y,
1397,329,8.27.21,8.31.21,,,PK,,,Y,
1398,329,8.27.21,9.2.21,,,PK,,,Y,
1399,329,8.27.21,,,9.2.21,PK,,,Y,
1400,329,8.27.21,8.31.21,,,PK,,,Y,
1401,329,8.27.21,8.30.21,,,PK,,,Y,
1402,329,8.27.21,,,,PK,,,N,
1403,329,8.27.21,8.31.21,,,PK,,,Y,
1404,329,8.27.21,8.30.21,,,PK,,,Y,
1405,329,8.27.21,9.1.21,,,PK,,,Y,
1406,329,8.27.21,9.9.21,,9.11.21,PK,,,Y,
1407,329,8.27.21,9.9.21,,,PK,,,Y,
1408,329,8.27.21,9.9.21,,,PK,,,Y,
1409,329,8.27.21,9.8.21,,9.9.21,PK,,,Y,
1410,329,8.27.21,8.30.21,,9.21.21,PK,,,Y,
1411,329,8.27.21,9.2.21,,,PK,,,Y,
1412,329,8.27.21,8.31.21,,,PK,,,Y,
1413,329,8.27.21,9.8.21,,9.9.21,PK,,,Y,
1414,329,8.27.21,9.8.21,,9.9.21,PK,,,Y,
1415,329,8.27.21,9.9.21,,,PK,,,Y,
1416,329,8.27.21,9.1.21,,,PK,,,Y,
1417,329,8.27.21,9.2.21,,,PK,,,Y,
1418,329,8.27.21,,,,PK,,,N,
1419,329,8.27.21,9.1.21,,,PK,,,Y,
1420,329,8.27.21,,,,PK,,,N,
1421,329,8.27.21,9.9.21,,,PK,,,Y,
1422,329,8.27.21,,,,PK,,,N,
1423,329,8.27.21,9.1.21,,9.11.21,PK,,,Y,
1424,329,8.27.21,9.1.21,,,PK,,,Y,
1425,329,8.27.21,9.9.21,,,PK,,,Y,
1426,329,8.27.21,9.1.21,,,PK,,,Y,
1427,329,8.27.21,,,,PK,,,N,
1428,329,8.27.21,9.1.21,,,PK,,,Y,
1429,329,8.27.21,9.2.21,,,PK,,,Y,
1430,329,8.27.21,9.9.21,,,PK,,,Y,
1431,329,8.27.21,,,,PK,,,N,
1432,329,8.27.21,9.9.21,,,PK,,,Y,
1433,329,8.27.21,8.31.21,,,PK,,,Y,
1434,329,8.27.21,9.9.21,,,PK,,,Y,
1435,329,8.27.21,9.2.21,,,PK,,,Y,
1436,329,8.27.21,9.9.21,,,PK,,,Y,
1437,329,8.27.21,9.2.21,,,PK,,,Y,
1438,329,8.27.21,9.9.21,,,PK,,,Y,
1439,329,8.27.21,9.9.21,,,PK,,,Y,
1440,329,8.27.21,9.8.21,,9.9.21,PK,,,Y,
1441,329,8.27.21,9.9.21,,,PK,,,Y,
1442,329,8.27.21,9.9.21,,,PK,,,Y,
1443,329,8.27.21,9.9.21,,9.21.21,PK,,,Y,
1444,329,8.27.21,9.9.21,,,PK,,,Y,
1445,329,8.27.21,9.9.21,,,PK,,,Y,
1446,329,8.27.21,9.8.21,,9.9.21,PK,,,Y,
1447,329,8.27.21,9.9.21,,,PK,,,Y,
1448,329,8.27.21,9.8.21,,9.9.21,PK,,,Y,
1449,329,8.27.21,9.9.21,,,PK,,,Y,escaped
1450,329,8.27.21,,,,PK,,,N,
1451,329,8.27.21,9.1.21,,,PK,,,Y,
1452,329,8.27.21,9.2.21,,9.11.21,PK,,,Y,
1453,329,8.27.21,9.8.21,,9.9.21,PK,,,Y,
1454,329,8.27.21,9.8.21,,9.9.21,PK,,,Y,
1455,329,8.27.21,9.10.21,,9.11.21,PK,,,Y,
1456,329,8.27.21,,,,PK,,,N,
1457,329,8.27.21,9.9.21,,,PK,,,Y,
1458,329,8.27.21,9.9.21,,,PK,,,Y,
1459,329,8.27.21,9.9.21,,,PK,,,Y,
1460,329,8.27.21,,,,PK,,,N,
1461,329,8.27.21,9.9.21,,,PK,,,Y,
1462,329,8.27.21,,,,PK,,,N,
1463,329,8.27.21,,,,PK,,,N,
1464,329,8.27.21,9.9.21,,,PK,,,Y,
1465,329,8.27.21,,,,PK,,,N,
1466,329,8.27.21,9.8.21,,9.9.21,PK,,,Y,
1467,329,8.27.21,,,,PK,,,N,
1468,329,8.27.21,9.9.21,,,PK,,,Y,
1469,329,8.27.21,9.9.21,,,PK,,,Y,
1470,329,8.27.21,,,,PK,,,N,
1471,329,8.27.21,,,,PK,,,N,
1472,329,8.27.21,,,,PK,,,N,
1473,329,8.27.21,,,,PK,,,N,
1474,329,8.27.21,,,,PK,,,N,
1475,329,8.27.21,,,,PK,,,N,
1476,329,8.27.21,,,,PK,,,N,
1477,329,8.27.21,,,,PK,,,N,
1478,329,8.27.21,8.31.21,,,PK,,,Y,
1479,329,8.27.21,,,9.9.21,PK,,,,molded egg
1480,329,8.27.21,,,9.9.21,PK,,,,molded egg
1481,329,8.27.21,,,,PK,,,N,
1482,329,8.27.21,9.8.21,,9.9.21,PK,,,Y,
1483,329,8.27.21,9.8.21,,9.9.21,PK,,,Y,
1484,329,8.27.21,9.8.21,,9.9.21,PK,,,Y,
1485,329,8.27.21,,,,PK,,,N,
1486,329,8.27.21,9.8.21,,9.9.21,PK,,,Y,
1487,329,8.27.21,9.8.21,,9.9.21,PK,,,Y,
1488,329,8.27.21,9.8.21,,9.9.21,PK,,,Y,
